collision_severity,road_type,speed_limit,urban_or_rural_area,junction_detail,junction_control,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,number_of_vehicles,number_of_casualties,vehicle_type_mode,any_skidding,avg_vehicle_age,time_sin,time_cos,day_sin,day_cos
3,3,20,1,13,4,1,1,1,0,1,1,11,0,7.0,-0.0174524064372831,-0.9998476951563912,0.9749279121818236,-0.2225209339563143
3,6,20,1,16,4,4,1,1,0,2,2,9,0,4.5,0.1132032137679067,0.9935718556765876,0.9749279121818236,-0.2225209339563143
3,6,30,1,13,4,1,1,1,0,2,2,9,0,11.0,-0.7660444431189781,0.6427876096865393,-0.9749279121818236,-0.2225209339563146
3,3,20,1,0,-1,1,1,1,0,2,1,2,9,11.5,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334
3,6,30,1,16,2,1,1,1,0,2,1,-1,0,-0.5,-0.300705799504273,-0.9537169507482268,-0.9749279121818236,-0.2225209339563146
3,9,20,1,-1,9,1,1,1,0,2,1,3,9,3.0,-0.7040147244559685,-0.7101853756232853,-2.4492935982947064e-16,1.0
3,6,20,1,13,4,1,1,1,0,2,1,5,0,5.5,-0.6427876096865393,-0.766044443118978,-0.433883739117558,-0.9009688679024191
3,6,30,1,19,4,1,1,1,0,3,2,9,0,6.666666666666667,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
3,6,20,1,0,-1,4,1,1,0,2,1,9,0,1.0,-0.9366721892483976,0.3502073812594672,0.9749279121818236,-0.2225209339563143
3,6,40,1,13,4,4,1,1,0,2,2,9,0,10.5,-0.8012538126910608,0.598324600570659,-2.4492935982947064e-16,1.0
3,2,20,1,16,4,4,1,1,0,2,2,9,0,10.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
3,6,30,1,13,4,4,2,2,0,2,1,9,0,8.0,0.4617486132350339,0.8870108331782217,0.4338837391175582,-0.900968867902419
3,1,30,2,0,4,1,1,1,0,2,1,3,0,3.5,-0.601815023152048,-0.798635510047293,-0.7818314824680299,0.6234898018587334
3,9,30,1,13,3,1,1,1,0,2,1,9,9,12.0,-0.2164396139381029,-0.9762960071199334,0.7818314824680298,0.6234898018587336
3,6,30,1,13,4,4,1,1,0,2,2,9,5,10.0,-0.1908089953765446,0.981627183447664,0.4338837391175582,-0.900968867902419
3,6,40,2,0,-1,1,1,1,0,3,1,9,0,9.666666666666666,0.5699967625963032,-0.8216469379421636,0.9749279121818236,-0.2225209339563143
2,6,30,1,13,4,1,1,9,0,2,1,1,9,5.0,0.7933533402912352,-0.6087614290087207,0.4338837391175582,-0.900968867902419
3,6,20,1,0,-1,1,1,1,0,1,1,3,9,13.0,0.8870108331782216,0.4617486132350341,-2.4492935982947064e-16,1.0
3,6,20,1,16,2,4,1,1,0,2,1,1,2,0.0,-0.3007057995042738,0.9537169507482268,-0.9749279121818236,-0.2225209339563146
3,3,50,1,0,-1,4,1,1,0,2,1,9,0,0.5,-0.6259234721840596,0.7798844830928813,-0.7818314824680299,0.6234898018587334
2,9,20,1,16,4,1,4,1,0,1,2,9,9,20.0,-0.7163019434246541,-0.6977904598416802,0.9749279121818236,-0.2225209339563143
3,6,30,1,13,2,1,9,2,99,2,1,1,9,-1.0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336
3,6,30,1,0,-1,1,1,1,0,2,1,1,0,4.5,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334
3,6,20,1,0,-1,1,1,1,0,2,1,1,9,0.0,-0.0654031292301428,-0.9978589232386036,0.7818314824680298,0.6234898018587336
3,9,30,1,-1,9,6,9,9,99,2,1,9,9,-1.0,-0.5735764363510465,0.8191520442889916,-0.7818314824680299,0.6234898018587334
2,3,30,1,17,2,4,1,1,0,1,1,9,0,5.0,-0.6593458151000687,0.7518398074789775,-2.4492935982947064e-16,1.0
3,6,20,1,-1,9,4,1,1,0,2,1,2,9,7.5,-0.7518398074789777,0.6593458151000684,-0.9749279121818236,-0.2225209339563146
3,6,40,1,0,-1,4,2,2,0,2,1,9,0,17.5,-0.9883615104677608,-0.1521233861899171,-2.4492935982947064e-16,1.0
3,6,20,1,13,4,4,1,1,0,2,1,3,9,6.0,-0.4924235601034673,0.8703556959398996,-0.9749279121818236,-0.2225209339563146
2,6,40,1,0,-1,4,1,1,0,1,1,9,5,10.0,-0.2164396139381028,0.9762960071199334,-0.433883739117558,-0.9009688679024191
2,6,20,1,13,4,1,1,2,0,2,1,1,0,1.5,0.4027466898587373,-0.9153114791194472,0.4338837391175582,-0.900968867902419
3,6,20,1,13,2,4,1,1,0,3,1,1,0,1.0,-0.8290375725550421,0.5591929034707462,-0.7818314824680299,0.6234898018587334
3,6,20,1,13,4,1,1,1,0,2,1,3,0,1.5,0.6394390019805848,-0.7688418320734595,-2.4492935982947064e-16,1.0
3,6,30,1,18,9,1,8,1,0,2,1,9,9,5.0,-0.9153114791194472,-0.4027466898587373,-0.433883739117558,-0.9009688679024191
3,6,30,1,0,-1,4,8,2,17,1,1,2,5,3.0,-0.9624552364536472,-0.2714404498650742,-0.9749279121818236,-0.2225209339563146
2,6,30,1,16,2,1,8,1,0,1,1,1,2,-1.0,-0.6087614290087207,-0.7933533402912352,0.9749279121818236,-0.2225209339563143
3,6,40,1,0,-1,4,8,2,0,2,1,9,9,9.0,-0.9320078692827986,0.3624380382837014,-0.7818314824680299,0.6234898018587334
3,3,30,1,17,2,1,1,1,0,2,1,1,2,-0.5,0.8090169943749475,-0.587785252292473,-0.7818314824680299,0.6234898018587334
3,7,20,1,0,4,5,1,1,0,2,1,9,9,11.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
3,6,30,1,0,-1,1,1,1,0,1,1,9,0,7.0,-0.5187732581605212,-0.8549118706729467,-0.7818314824680299,0.6234898018587334
2,6,30,1,16,2,1,1,1,0,1,1,11,0,6.0,-0.992546151641322,-0.1218693434051471,-0.433883739117558,-0.9009688679024191
3,2,20,1,13,4,1,1,1,0,1,1,9,0,6.0,-0.9992290362407228,-0.039259815759069,-2.4492935982947064e-16,1.0
3,6,30,1,0,-1,4,1,1,0,2,1,3,0,5.5,-0.9396926207859084,0.3420201433256681,0.7818314824680298,0.6234898018587336
3,1,40,1,0,4,4,1,2,0,2,1,9,9,14.5,-0.4027466898587382,0.9153114791194468,0.7818314824680298,0.6234898018587336
3,7,20,1,16,2,4,1,1,0,2,1,1,9,0.0,-0.4617486132350336,0.8870108331782218,-0.7818314824680299,0.6234898018587334
2,6,20,1,0,-1,4,2,2,0,2,2,1,2,-0.5,-0.608761429008721,0.7933533402912349,-0.7818314824680299,0.6234898018587334
3,2,30,1,19,2,4,1,1,0,2,1,3,9,2.0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146
2,6,20,1,16,2,4,1,1,0,1,1,8,0,-1.0,-0.5555702330196023,-0.8314696123025452,-0.9749279121818236,-0.2225209339563146
3,6,20,1,13,4,1,1,1,0,1,1,3,0,2.0,-0.9990482215818578,0.0436193873653357,-0.433883739117558,-0.9009688679024191
3,6,30,1,18,4,1,8,1,0,2,1,4,0,5.0,0.1305261922200515,-0.9914448613738104,0.4338837391175582,-0.900968867902419
3,1,30,1,0,4,1,1,1,0,2,1,1,9,0.0,0.4999999999999999,-0.8660254037844387,-2.4492935982947064e-16,1.0
3,6,20,1,13,4,4,1,1,0,2,1,9,9,5.5,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336
3,3,20,1,16,2,1,1,1,0,1,1,11,0,11.0,0.7460573750616996,-0.6658816660008342,-0.9749279121818236,-0.2225209339563146
2,3,20,1,13,4,1,1,1,0,2,1,4,5,0.5,-0.7933533402912349,-0.6087614290087209,-0.9749279121818236,-0.2225209339563146
3,3,30,1,13,2,4,1,1,0,2,1,9,0,1.0,-0.386710961636821,0.9222009716704516,-0.9749279121818236,-0.2225209339563146
3,9,20,1,0,-1,1,1,1,19,1,1,1,9,-1.0,-0.8767267557075077,-0.4809887689193877,0.7818314824680298,0.6234898018587336
2,3,30,1,17,2,1,1,1,0,2,1,9,5,4.0,0.9753423205085128,0.220697435021501,0.7818314824680298,0.6234898018587336
3,3,30,1,16,4,7,9,1,0,1,1,11,9,-1.0,0.1607425656038261,0.986996366560232,-0.433883739117558,-0.9009688679024191
3,6,30,1,0,-1,4,1,1,0,1,1,11,0,5.0,-0.1950903220161287,0.9807852804032304,0.7818314824680298,0.6234898018587336
3,6,30,1,17,2,4,4,1,0,2,1,3,9,7.5,0.3624380382837016,0.9320078692827986,-0.9749279121818236,-0.2225209339563146
3,6,30,1,16,2,4,1,1,0,2,1,3,0,1.5,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
3,1,20,1,0,4,1,1,1,0,2,1,1,9,5.0,0.4617486132350339,-0.8870108331782217,-0.9749279121818236,-0.2225209339563146
2,6,20,1,0,-1,1,1,1,0,3,1,9,0,10.333333333333334,0.8849876374630419,-0.4656145203251114,-0.433883739117558,-0.9009688679024191
3,6,20,1,17,2,1,1,1,0,2,1,3,0,5.5,0.3826834323650899,-0.9238795325112868,-0.9749279121818236,-0.2225209339563146
3,3,30,1,16,2,1,1,1,0,2,1,1,0,5.5,-0.981627183447664,0.1908089953765442,-0.433883739117558,-0.9009688679024191
3,6,30,1,0,-1,1,1,1,0,2,1,1,5,6.5,-0.7372773368101239,-0.6755902076156604,0.7818314824680298,0.6234898018587336
3,6,30,1,16,2,1,1,1,0,2,1,9,9,11.0,-0.9063077870366496,-0.4226182617406999,-0.7818314824680299,0.6234898018587334
3,6,30,1,13,4,1,1,1,0,2,1,2,0,8.5,0.6427876096865395,-0.7660444431189779,-0.9749279121818236,-0.2225209339563146
3,3,30,2,0,-1,1,1,1,0,2,1,1,5,1.5,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143
2,7,30,1,13,4,1,1,1,0,2,1,4,0,7.0,-0.9975640502598244,0.0697564737441252,0.4338837391175582,-0.900968867902419
3,6,30,2,0,-1,1,1,1,0,2,1,1,0,-1.0,0.3007057995042733,-0.9537169507482268,0.9749279121818236,-0.2225209339563143
3,6,20,1,0,-1,1,1,1,0,1,1,9,9,-1.0,-0.9099612708765432,-0.4146932426562392,-0.7818314824680299,0.6234898018587334
3,6,20,1,19,4,1,1,1,0,1,1,9,0,7.0,-0.8968727415326883,-0.4422886902190013,-0.9749279121818236,-0.2225209339563146
3,6,20,1,19,4,7,1,1,0,2,1,1,0,5.0,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0
3,6,20,1,-1,4,1,1,1,0,2,1,3,9,7.5,-0.7933533402912349,-0.6087614290087209,-0.433883739117558,-0.9009688679024191
3,9,20,1,0,-1,1,1,2,0,2,1,3,9,7.0,-0.9238795325112868,-0.3826834323650895,0.4338837391175582,-0.900968867902419
2,6,20,1,13,4,1,1,2,0,2,1,3,0,3.5,-0.7660444431189779,-0.6427876096865395,-0.433883739117558,-0.9009688679024191
3,1,30,1,0,1,4,1,1,0,2,2,9,0,7.0,-0.7372773368101242,0.6755902076156601,-0.433883739117558,-0.9009688679024191
3,7,30,1,13,4,1,1,1,0,2,1,1,9,-1.0,-0.9961946980917455,-0.0871557427476582,-0.433883739117558,-0.9009688679024191
3,3,20,1,17,2,1,1,1,0,2,1,3,0,4.5,-0.9081431738250814,-0.418659737537428,-0.433883739117558,-0.9009688679024191
3,3,30,1,16,4,1,1,1,0,2,1,19,9,0.0,-0.6087614290087207,-0.7933533402912352,-0.433883739117558,-0.9009688679024191
2,6,30,2,17,4,1,1,1,0,1,1,9,0,13.0,0.5555702330196022,-0.8314696123025453,0.4338837391175582,-0.900968867902419
3,6,20,1,13,4,1,1,1,0,1,1,19,0,2.0,-0.5224985647159487,-0.8526401643540923,-0.9749279121818236,-0.2225209339563146
3,6,20,1,-1,9,4,1,1,0,2,1,1,9,-1.0,-0.9659258262890682,0.2588190451025211,-0.9749279121818236,-0.2225209339563146
3,6,20,1,13,2,4,1,1,0,2,1,9,0,5.5,-0.9483236552061992,0.3173046564050922,0.4338837391175582,-0.900968867902419
3,6,20,1,13,4,1,8,1,0,2,1,9,9,3.5,-0.9396926207859082,-0.3420201433256694,-0.9749279121818236,-0.2225209339563146
3,6,20,1,13,4,1,2,2,0,1,1,9,0,14.0,0.3583679495453002,-0.9335804264972016,0.4338837391175582,-0.900968867902419
3,6,30,1,17,2,4,1,1,0,2,1,5,5,5.5,-0.9824503977255096,-0.1865240360087346,-0.7818314824680299,0.6234898018587334
2,6,20,1,0,2,1,1,1,0,2,1,1,0,-1.0,0.9997620270799092,-0.0218148850345612,-2.4492935982947064e-16,1.0
3,3,20,1,0,-1,1,1,1,0,2,1,3,0,6.0,-0.7518398074789773,-0.6593458151000691,-0.433883739117558,-0.9009688679024191
3,6,30,1,16,2,4,1,1,0,2,1,1,9,4.5,0.9469301294951056,-0.3214394653031616,-0.7818314824680299,0.6234898018587334
3,6,20,1,0,-1,1,2,2,0,2,1,1,0,-0.5,-0.8870108331782215,-0.4617486132350343,0.7818314824680298,0.6234898018587336
3,9,20,1,13,4,4,1,1,0,2,1,1,9,1.0,-0.9965655024977614,0.0828082075122043,-0.7818314824680299,0.6234898018587334
2,6,20,1,18,4,1,1,1,0,2,1,3,0,2.5,-0.104528463267653,-0.9945218953682734,0.4338837391175582,-0.900968867902419
3,3,70,2,0,-1,1,1,1,0,2,1,9,1,0.0,0.5913096483635826,-0.8064446042674824,-0.433883739117558,-0.9009688679024191
3,6,30,1,13,4,1,1,1,0,1,1,9,0,10.0,0.7489557207890021,-0.6626200482157376,0.4338837391175582,-0.900968867902419
3,6,30,2,16,4,6,1,1,0,2,1,2,0,8.5,-0.8949343616020253,0.4461978131098083,0.7818314824680298,0.6234898018587336
3,9,30,1,0,-1,1,1,1,0,1,1,9,-1,8.0,-0.7071067811865475,-0.7071067811865477,-0.433883739117558,-0.9009688679024191
3,6,60,2,0,-1,6,2,2,0,1,1,9,5,13.0,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143
3,1,30,1,0,4,1,9,1,0,2,1,9,0,9.0,0.0218148850345607,-0.9997620270799092,-0.7818314824680299,0.6234898018587334
3,6,40,2,13,4,1,1,1,0,3,5,9,1,7.0,-0.9063077870366496,-0.4226182617406999,-0.9749279121818236,-0.2225209339563146
3,6,60,2,0,-1,1,1,1,0,2,3,9,0,8.5,-0.8216469379421633,-0.5699967625963036,0.4338837391175582,-0.900968867902419
3,6,60,2,0,-1,1,1,1,0,2,1,9,0,14.0,-0.7660444431189781,0.6427876096865393,0.4338837391175582,-0.900968867902419
3,6,60,2,13,4,6,1,2,0,1,2,9,1,9.0,-0.1993679344171965,0.9799247046208296,0.7818314824680298,0.6234898018587336
3,6,60,2,13,4,1,1,1,0,2,2,9,0,8.0,-0.2965415749755711,-0.9550199444571864,-0.7818314824680299,0.6234898018587334
3,6,30,1,0,-1,1,1,1,0,2,2,9,0,9.5,-0.984807753012208,0.1736481776669299,-0.9749279121818236,-0.2225209339563146
3,6,60,2,0,-1,1,1,1,0,2,4,9,0,7.0,-0.4226182617406993,-0.90630778703665,-2.4492935982947064e-16,1.0
3,6,30,1,19,4,4,1,1,0,2,1,9,0,6.0,-0.0654031292301436,0.9978589232386036,-2.4492935982947064e-16,1.0
3,6,30,1,16,4,1,1,1,0,1,1,19,0,4.0,-0.2881962681340892,-0.9575713608048144,-0.9749279121818236,-0.2225209339563146
2,3,40,1,0,-1,1,1,1,0,2,1,9,0,6.5,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
3,3,70,2,0,-1,1,1,2,0,2,1,9,0,3.0,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
2,6,50,2,0,-1,6,1,1,0,1,4,9,0,1.0,0.8681988144891423,0.4962165036752081,-2.4492935982947064e-16,1.0
2,6,30,1,0,4,1,1,1,0,3,4,9,0,8.0,-0.6851829903263588,-0.7283709698824006,0.4338837391175582,-0.900968867902419
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,15.5,0.7604059656000309,-0.6494480483301835,-2.4492935982947064e-16,1.0
2,6,30,2,0,-1,1,1,1,0,3,1,9,5,3.6666666666666665,0.2419218955996677,-0.9702957262759964,0.4338837391175582,-0.900968867902419
2,6,60,2,0,-1,1,1,1,0,2,2,9,5,2.5,-0.9396926207859082,-0.3420201433256694,0.7818314824680298,0.6234898018587336
3,6,40,2,0,-1,1,1,1,0,3,3,9,0,6.0,0.766044443118978,-0.6427876096865394,-0.433883739117558,-0.9009688679024191
3,3,50,1,0,4,1,1,1,0,2,1,9,0,16.0,0.9940563382223196,-0.1088668748519646,-0.9749279121818236,-0.2225209339563146
2,7,50,1,0,-1,1,1,1,0,1,1,5,2,4.0,0.8929789434111371,-0.4500984410374348,-0.7818314824680299,0.6234898018587334
3,1,50,1,0,4,1,1,1,0,2,1,3,2,13.0,-0.9702957262759966,0.2419218955996674,0.4338837391175582,-0.900968867902419
3,6,60,2,0,-1,1,1,1,0,2,2,9,0,19.5,0.9153114791194472,-0.4027466898587371,-0.433883739117558,-0.9009688679024191
2,6,30,2,0,-1,4,1,2,0,3,1,9,1,7.0,-0.9762960071199334,-0.2164396139381028,-0.9749279121818236,-0.2225209339563146
2,6,60,2,0,-1,1,1,2,0,2,3,9,0,10.0,-0.7547095802227717,-0.6560590289905077,-0.9749279121818236,-0.2225209339563146
3,3,70,2,0,-1,1,1,1,0,2,1,5,0,8.5,-0.9320078692827984,-0.3624380382837018,-2.4492935982947064e-16,1.0
3,6,30,2,0,-1,1,1,1,0,2,1,3,5,0.0,-0.9304175679820246,-0.3665012267242972,-0.7818314824680299,0.6234898018587334
3,6,60,2,0,-1,1,1,1,0,2,3,9,1,8.5,-0.77162458338772,-0.6360782202777638,0.9749279121818236,-0.2225209339563143
3,6,30,2,0,-1,1,1,1,0,2,1,9,0,3.5,-0.2923717047227364,-0.9563047559630355,-2.4492935982947064e-16,1.0
3,6,50,2,0,-1,1,2,2,0,2,2,9,0,9.0,0.9153114791194472,-0.4027466898587371,-0.9749279121818236,-0.2225209339563146
3,3,40,1,13,4,4,1,1,0,2,1,3,0,12.0,-0.9832549075639544,-0.1822355254921477,-0.7818314824680299,0.6234898018587334
3,6,30,1,18,4,1,1,1,0,2,1,1,0,-1.0,0.819152044288992,-0.5735764363510458,-0.9749279121818236,-0.2225209339563146
3,6,20,1,0,-1,4,1,1,0,2,1,1,0,1.5,0.9999619230641712,0.0087265354983738,0.4338837391175582,-0.900968867902419
2,6,30,1,0,-1,1,1,1,0,1,1,9,0,19.0,-0.7986355100472928,-0.6018150231520483,-0.7818314824680299,0.6234898018587334
2,6,30,1,0,-1,1,1,1,0,2,1,1,0,1.0,-0.8241261886220157,-0.5664062369248328,-0.433883739117558,-0.9009688679024191
3,6,30,1,13,4,1,1,1,0,2,1,9,0,12.5,0.1478094111296103,-0.9890158633619168,-0.9749279121818236,-0.2225209339563146
3,6,30,1,18,4,1,1,1,0,2,1,9,0,6.5,0.9455185755993168,-0.3255681544571564,0.9749279121818236,-0.2225209339563143
2,6,30,1,18,4,1,1,1,0,2,1,3,1,18.0,0.3214394653031617,-0.9469301294951056,-0.7818314824680299,0.6234898018587334
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,11.5,0.1993679344171977,-0.9799247046208296,-2.4492935982947064e-16,1.0
3,6,30,1,13,2,1,1,1,0,2,2,5,0,7.0,-0.6527597524627221,-0.7575649843840498,-0.433883739117558,-0.9009688679024191
2,6,20,1,18,4,4,1,1,0,1,1,9,0,-1.0,-0.9063077870366498,0.4226182617406996,-0.433883739117558,-0.9009688679024191
3,6,30,1,13,4,1,1,1,0,2,1,9,0,11.5,-0.4809887689193874,-0.8767267557075078,0.7818314824680298,0.6234898018587336
3,3,30,1,0,-1,1,1,1,0,2,1,9,1,4.0,0.0654031292301431,-0.9978589232386036,-2.4492935982947064e-16,1.0
3,6,60,2,0,-1,1,1,1,0,1,2,9,1,4.0,-0.5299192642332048,-0.8480480961564261,0.9749279121818236,-0.2225209339563143
3,1,60,2,0,4,1,1,1,0,3,2,9,0,3.333333333333333,-0.5699967625963029,-0.8216469379421637,-0.9749279121818236,-0.2225209339563146
3,6,30,1,0,-1,1,1,1,0,1,1,9,0,12.0,0.6427876096865395,-0.7660444431189779,-0.9749279121818236,-0.2225209339563146
2,6,30,2,0,-1,1,1,1,0,1,1,9,0,-1.0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
3,1,40,2,0,4,1,1,1,0,2,1,9,0,6.5,-0.8141155183563188,-0.5807029557109403,0.7818314824680298,0.6234898018587336
3,6,30,2,13,4,1,1,1,0,2,2,9,0,16.5,0.7460573750616996,-0.6658816660008342,0.4338837391175582,-0.900968867902419
3,6,60,2,0,-1,1,2,2,0,3,2,9,0,8.666666666666666,0.8929789434111371,-0.4500984410374348,-0.433883739117558,-0.9009688679024191
3,3,40,2,0,-1,1,1,1,0,2,1,9,0,1.0,-0.8191520442889916,-0.5735764363510464,-0.7818314824680299,0.6234898018587334
3,6,50,2,0,-1,1,1,1,0,1,2,19,1,1.0,0.043619387365336,-0.9990482215818578,0.9749279121818236,-0.2225209339563143
3,3,30,1,0,-1,4,1,1,0,2,1,9,0,3.0,-0.9600498543859288,0.279829014030992,0.4338837391175582,-0.900968867902419
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,3.5,-0.8829475928589271,0.4694715627858904,-0.9749279121818236,-0.2225209339563146
3,6,30,2,0,-1,1,1,1,0,1,1,9,2,20.0,-0.4617486132350337,-0.8870108331782218,-0.7818314824680299,0.6234898018587334
3,6,30,1,0,-1,1,1,1,0,1,1,9,0,14.0,-0.1391731009600655,-0.9902680687415704,0.7818314824680298,0.6234898018587336
3,6,30,1,0,-1,1,1,1,0,2,1,-1,0,11.5,-0.882947592858927,-0.4694715627858907,-2.4492935982947064e-16,1.0
3,6,30,1,0,-1,1,1,1,0,2,2,9,0,9.5,-0.9824503977255096,-0.1865240360087346,0.7818314824680298,0.6234898018587336
2,6,30,1,0,-1,1,1,1,0,1,1,9,0,-1.0,0.766044443118978,-0.6427876096865394,-0.9749279121818236,-0.2225209339563146
1,6,60,2,0,-1,1,1,1,0,2,1,1,0,2.0,0.9396926207859084,-0.3420201433256687,-0.9749279121818236,-0.2225209339563146
3,3,20,1,0,-1,1,1,1,0,2,1,1,0,-1.0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146
2,6,40,1,0,-1,1,1,1,0,1,1,9,0,10.0,0.6225146366376196,-0.7826081568524139,0.9749279121818236,-0.2225209339563143
3,3,70,2,0,-1,1,2,2,0,1,1,9,1,7.0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146
3,2,30,1,0,-1,1,1,1,0,1,1,9,0,-1.0,-0.5000000000000001,-0.8660254037844386,-0.9749279121818236,-0.2225209339563146
2,6,30,1,0,-1,1,1,1,0,2,1,3,0,3.5,-0.9908658973868822,-0.1348509302737227,0.7818314824680298,0.6234898018587336
3,6,60,2,0,-1,6,1,2,0,1,1,3,1,2.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
3,3,70,2,0,-1,1,1,1,0,3,4,9,5,5.0,-0.0915016186634023,-0.9958049275746618,-0.7818314824680299,0.6234898018587334
3,6,30,1,13,4,1,1,1,0,2,1,1,0,-0.5,-0.77162458338772,-0.6360782202777638,-0.9749279121818236,-0.2225209339563146
3,3,30,1,19,4,1,1,1,0,2,1,5,0,9.0,-0.4226182617406993,-0.90630778703665,-2.4492935982947064e-16,1.0
2,6,30,1,13,4,1,1,1,0,1,1,9,0,8.0,-0.8703556959398998,0.4924235601034669,0.9749279121818236,-0.2225209339563143
3,6,20,1,0,-1,1,1,1,0,2,1,19,0,7.0,-0.9999904807207344,0.004363309284747,0.7818314824680298,0.6234898018587336
3,3,70,2,0,-1,1,1,1,0,3,2,9,0,5.333333333333333,-0.8767267557075077,-0.4809887689193877,-0.9749279121818236,-0.2225209339563146
2,6,30,1,0,-1,4,1,1,0,2,3,9,0,10.5,-0.2588190451025207,0.9659258262890684,-0.7818314824680299,0.6234898018587334
2,3,30,1,19,2,4,1,1,0,2,2,9,0,11.0,-0.5372996083468242,0.8433914458128855,0.4338837391175582,-0.900968867902419
3,1,40,2,0,2,1,1,1,0,2,1,1,0,-1.0,0.992546151641322,-0.1218693434051473,-0.7818314824680299,0.6234898018587334
3,6,30,1,0,-1,4,1,1,0,2,1,9,0,5.5,-0.2588190451025207,0.9659258262890684,-2.4492935982947064e-16,1.0
3,6,60,2,13,4,6,1,1,0,1,2,10,0,-1.0,-0.7798844830928816,0.6259234721840593,-2.4492935982947064e-16,1.0
3,6,60,2,0,-1,1,1,1,0,2,1,5,5,9.5,0.7518398074789774,-0.6593458151000688,0.7818314824680298,0.6234898018587336
3,6,30,2,13,4,1,1,1,13,3,3,9,0,6.0,0.7518398074789774,-0.6593458151000688,-0.433883739117558,-0.9009688679024191
3,6,60,2,0,4,1,1,1,0,2,1,9,0,3.5,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143
2,6,30,2,13,4,1,1,1,0,2,6,9,0,9.5,-0.7518398074789773,-0.6593458151000691,0.7818314824680298,0.6234898018587336
3,6,30,1,16,2,1,1,1,0,2,1,9,0,10.5,-0.4617486132350337,-0.8870108331782218,-0.7818314824680299,0.6234898018587334
2,6,30,2,0,-1,4,2,2,0,1,1,9,0,18.0,-0.5299192642332058,0.8480480961564254,-2.4492935982947064e-16,1.0
3,1,40,2,0,4,4,1,1,0,1,1,9,0,15.0,0.9713420698132614,-0.237685892326173,-0.9749279121818236,-0.2225209339563146
3,6,30,2,0,-1,1,1,1,0,2,1,9,0,15.0,0.1693495038490248,-0.9855560590580776,-0.9749279121818236,-0.2225209339563146
3,6,40,1,13,4,1,1,1,0,2,1,5,5,5.5,-0.9523957996432784,0.3048642990280109,-0.433883739117558,-0.9009688679024191
2,6,60,2,0,-1,6,1,1,0,1,1,9,2,13.0,-0.3947438563842671,0.9187912101488984,0.4338837391175582,-0.900968867902419
3,6,30,1,0,-1,1,1,1,0,3,2,1,5,2.6666666666666665,0.0915016186634025,-0.9958049275746615,-2.4492935982947064e-16,1.0
3,6,30,1,13,2,1,1,1,0,2,1,9,0,7.5,0.2546019482055277,-0.9670459389139432,0.9749279121818236,-0.2225209339563143
2,6,40,2,19,4,1,1,1,0,2,1,9,0,8.0,-0.8064446042674827,-0.5913096483635822,-0.433883739117558,-0.9009688679024191
3,6,40,1,13,4,1,1,1,0,2,1,3,0,3.0,-0.9624552364536472,-0.2714404498650742,-0.433883739117558,-0.9009688679024191
2,6,40,1,0,-1,1,2,2,0,2,1,9,0,2.5,0.9271838545667874,-0.374606593415912,0.9749279121818236,-0.2225209339563143
3,6,60,2,13,4,1,2,4,0,3,1,9,0,4.666666666666667,0.9238795325112868,-0.3826834323650897,-0.7818314824680299,0.6234898018587334
3,6,40,1,13,4,1,2,2,0,2,1,9,0,3.5,-0.3867109616368206,-0.9222009716704518,-0.9749279121818236,-0.2225209339563146
3,6,60,2,0,-1,1,1,4,0,1,1,19,1,9.0,0.8870108331782218,-0.4617486132350338,0.7818314824680298,0.6234898018587336
3,3,50,2,16,2,4,1,1,0,2,2,9,0,3.5,-0.887010833178222,0.4617486132350332,0.4338837391175582,-0.900968867902419
3,6,30,2,0,-1,1,9,1,0,2,2,9,0,9.5,-0.7071067811865475,-0.7071067811865477,-0.9749279121818236,-0.2225209339563146
3,6,50,2,0,-1,1,1,1,0,3,1,-1,0,-0.3333333333333333,-0.953716950748227,0.3007057995042726,0.7818314824680298,0.6234898018587336
